61.49,809.1,137
73.55,524.05,14
76.365,665.1,21
100.61,347.96,181
161.75,757.35,73
166.53,554.85,333
167.06,815.95,298
186.53,288.2,133
197.66,514.45,279
198.34,619.85,268
202.44,400.18,137
205.77,690.05,16
262.45,702.15,355
266.76,836.25,87
277.22,332.3,213
294.34,609.4,149
319.65,502.3,303
329.19,197.12,340
335.56,394.95,301
356.78,657.15,176
367,582.1,276
368.76,820.3,60
373.01,800.7,160
392.99,735.9,112
402.54,632.05,51
406.1,372.91,309
422.44,787.25,150
437.38,289.37,134
437.54,551.95,96
457.23,460,4
490.1,450.94,140
502.2,856.5,266
512.3,764.9,86
520.65,191.9,175
521.65,688.3,0
548.4,563.55,238
581.55,367.57,62
586.55,663.95,42
616.35,471.78,14
618.15,767.55,166
670.4,304.9,68
677.8,599.5,95
693.55,471.78,176
694.2,812.15,236
700.15,724.6,279
707.15,678.9,220
721.25,161.27,67
731.65,362.7,352
775.95,520.35,105
781.75,602.75,222
793.35,153.53,24
798.1,775.2,187
811.8,663.2,208
816,864.4,194
825.6,388.67,2
840.45,347.24,234
844.8,235.2,284
848.05,480.23,107
889.3,624.4,202
903,111.98,272
922.9,753.95,167
930.4,840.45,278
932.9,360.94,17
936.7,465.13,34
960.7,258.44,325
960.7,579.4,179
972.9,521.75,70
1004.5,653.35,231
1019.3,263.37,244
1023.8,743.2,231
1025.2,187.63,81
1032.8,466.15,312
1101.6,562.2,356
1105.5,366.87,43
1109.5,791.2,148
1118.1,685.3,179
1122.5,277.01,27
1158.3,475.3,120
1173.8,203.51,239
1200.7,363.92,26
1209.5,678.5,219
1213.7,613.8,329
