629.65,30.229,345.54
731.4,173.33,154.76
289.33,199.59,12.75
470.89,217.56,308.78
416.8,229.19,202.69
193.09,237.02,187.81
85.725,261.58,333.43
563.85,350.3,24.75
504.55,375.8,327.89
456.12,393.11,19.29
588.25,395.37,356.39
298.3,393.32,230.28
457.92,440.11,314.13
576.55,479.19,79.87
737.7,579.35,337.98
690.45,639.5,126.79
737.35,701.1,6.08
615.55,767.55,50.5
786.65,775.45,15.67
476.2,781.4,139.89
870.5,776.3,222.45
463.57,815,349.05
405.08,822.5,28.08
263.56,827.05,213.77
814.8,829.15,160.44
312.13,872.05,327.27
828.2,905.3,33.67
394.36,922.35,102.02
722.75,612.75,117
618.85,149.84,122
