346.73,83.195,307
226.9,108.76,44
125.47,104.95,157
248.78,166.96,64
244.8,222.98,265
250.26,251.81,318
91.655,314.36,43
59.34,275.74,321
150.82,383.44,157
231.38,393.23,150
367.11,199.59,255
486.94,181.65,273
490.42,288.8,101
393.96,373.64,191
713.95,150.97,132
628.5,105.21,93
708.9,221.54,90
579.35,222.09,152
641.9,269.51,38
549.15,347.25,65
610.05,346.7,299
729,308.11,233
849.65,285.5,338
544.15,450.91,91
942.9,215.48,252
859.7,383.1,328
1011.6,405.14,20
937.9,400.74,304
1193.2,94.515,146
1178.3,235.5,308
1242.5,296.41,331
1072.2,284.81,302
1088.7,439.13,186
144.35,537.8,35
115.27,609.5,66
256.61,659.25,323
370.5,603.25,98
366.81,513.6,347
131.24,696,93
80.44,725.15,50
177.79,762.5,259
217.57,869.1,40
264.81,807.1,166
140.5,844.65,215
29.131,810.9,40
352.31,853.85,349
470.65,565.05,58
503.45,662.4,274
628.1,461.43,3
659.9,624.45,141
662.55,709.75,45
651.4,777.05,338
788.25,696.4,256
768.6,567,268
693.85,502.05,158
946.8,793.3,272
840.2,819.4,341
852.4,749.75,225
894.85,664.5,142
909.7,533.35,45
992.95,551.95,236
929.85,481.74,117
725.15,760.8,141
1231.5,568.75,351
1219.3,652.35,131
1210,748.25,253
1177.4,705.9,65
1082.3,701.3,108
1145.7,825.75,143
1207.3,796.7,13
1003.5,844.6,131
394.28,78.175,315
1110.3,613.9,46
61.275,475.98,105
452.87,472.83,303
586.35,610.85,204
755.25,440.68,83
752.1,336.38,280
933.35,664.3,140
1049,773.7,164
937.5,310.37,176
989.05,132.91,288
1011.6,122.87,279
1080.3,227.08,85
812.65,109.78,126
1187.2,427.39,147
1257.4,389.58,59
1092.7,559.7,303
207.25,530.25,11
63.785,485.84,340
346.2,260.69,266
328.46,442.79,81
530.65,774.85,247
509.25,843.55,92
437.03,757.45,196
622.5,362.19,354
641.1,417.36,255
980.7,680.45,284
140.9,237.93,211
1251,430.21,122
894.1,833.3,163
348.55,735.6,170
231.49,492.22,216
244.03,493.63,299
313.53,559.05,196
558.95,98.085,187
396.09,164.57,267
