570.3,126.01,131
477.47,220.58,17
493.38,164.88,129
333.21,256.55,289
297.68,185.77,87
176.75,156.76,185
229.79,277.44,109
181.53,330.23,290
373.52,343.57,348
504,306.44,325
477.47,466.57,20
275.94,423.06,354
78.64,417.25,157
581.4,345.89,301
149.53,520.55,109
99.815,667.95,77
261.9,638.55,27
340.96,686.45,336
370.3,564.6,44
484.15,599.4,254
535.85,682.65,84
171.91,725.05,241
617.85,407.97,310
617.55,515.75,332
709.85,499.5,347
772.45,438.15,312
694.7,160.02,271
633.2,277.83,213
783.4,288.96,91
829.3,319.76,326
801.9,212.51,345
671.65,632.65,211
748.8,670.25,358
834.3,744.2,263
955.1,709.9,55
871.4,605.6,303
808,533.65,258
896.5,477.52,87
959.9,540.25,324
999.35,632,142
1061,621.45,311
1102.8,473.56,193
1006,393.03,330
1077.1,366.63,230
1186,386.43,8
1261.9,525.05,44
1230.2,734.95,127
1118.3,720.45,34
1171.4,518,168
1102.2,192.63,167
1201.4,218.84,39
1059,233.25,332
996.5,249.87,319
933.35,166.78,20
885.75,389.08,42
225.25,534.1,168
837.55,382.01,102
963.4,386.48,46
417.1,85.675,42
911.1,284.06,250
1201.3,569.7,318
