434.95,48.392,269
337.8,79.49,69
233.18,14.184,229
44.675,12.111,147
55.47,167.6,65
114.43,304.43,243
311.23,244.31,245
348.6,364.55,110
465.68,324.12,231
179.2,442.29,168
324.51,495.15,14
460.7,543.85,218
249.78,644.4,351
110.28,663.1,8
310.4,739.8,145
465.68,728.4,199
618.45,669.3,220
629.25,574.95,260
799.5,654.8,243
717.3,419.49,263
659.15,257.78,222
659.15,12.111,40
853.45,18.331,158
184.87,790,218
60.97,816.1,215
240.07,871.7,189
415.49,878.65,324
581.1,849.7,240
871.8,876.35,220
1038.7,772.6,101
1226.3,714.1,291
984.65,686.3,72
1146.6,567.5,2
974.85,576.75,248
30.855,760.45,354
1281.3,939.5,271
1204.5,64.425,90
1142,194.31,11
1250,282.07,233
1156.5,460.24,75
954.5,425.13,220
990.3,283.83,85
914.45,2.1149,137
