145.48,73.03,81.58
550.95,80.22,278.48
607.35,105.57,111.94
342.14,114,210.34
934.95,163.97,167.83
248.69,170.63,104.88
604.25,238.37,251.3
985.05,235.57,308.51
641.3,253.68,336.69
797.2,259.63,314.9
520.1,264.24,253.88
678.05,283.92,302.05
874.75,285.21,158.91
476.04,309.44,42.95
662.55,325.53,84.88
1095.5,308.68,349.88
379.99,339.03,120.81
689.5,348.1,280.94
250.38,359.63,279.38
1126.8,365.75,203.92
680,384.39,232.71
1038.5,381.21,115.59
169.69,398.87,113.68
857.35,407,15.25
978.8,403.13,115.21
313.34,432.89,38.84
488.13,435.43,334.64
641.25,438.95,301.3
1011.1,447.88,219.85
298.68,496.3,185.96
1076.2,499.76,73.03
1046.7,514.8,238.77
830.6,530.1,282.26
224.3,546.6,279.42
934.35,553.7,73.68
206.34,592.95,333.06
468.06,594.6,233.98
304.47,596.75,93.08
640.3,596.35,136.43
727.85,601.4,253.57
398.3,604.55,22.24
591,618.85,35.04
225.11,619.05,158.34
1128.7,645.8,109.09
857.7,674.95,119.15
1109.4,684.8,189.27
957.5,694.4,249.97
238.78,705.4,340.86
518.95,700.55,326.91
749,703.2,287.48
402.32,730.95,235.84
127.34,732.55,6.42
195.97,749.9,168.3
500.95,778.3,58.01
556.95,776.85,341.8
1102.8,783.45,157.73
330.81,787.2,258.32
468.16,809.15,238.48
764.2,817.15,269.05
296.46,828.95,295.52
866.1,845.8,251.44
1163.3,860.25,118.8
228.1,881.6,248.26
332.46,868.55,263.05
930,887.75,175.31
550.7,928.4,128.66
384.13,941.55,41.92
446.38,310.2,54
598.7,360.75,53
213.76,519.7,15
1004.6,272.53,268
